Date,TH/s
10/21/2014,297537.0621
10/22/2014,297537.0621
10/23/2014,291583.5085
10/24/2014,271906.0938
10/25/2014,271906.0938
10/26/2014,266539.5262
10/27/2014,268328.3821
10/28/2014,268328.3821
10/29/2014,309472.0673
10/30/2014,336304.9055
10/31/2014,336304.9055
11/1/2014,293372.3644
11/2/2014,277272.6615
11/3/2014,277272.6615
11/4/2014,314993.4284
11/5/2014,285462.7945
11/6/2014,285462.7945
11/7/2014,307118.5927
11/8/2014,273650.541
11/9/2014,273650.541
11/10/2014,277587.9588
11/11/2014,265775.7052
11/12/2014,265775.7052
11/13/2014,287431.5034
11/14/2014,295306.3392
11/15/2014,295306.3392
11/16/2014,299243.757
11/17/2014,295306.3392
11/18/2014,295306.3392
11/19/2014,274455.5762
11/20/2014,248412.3463
11/21/2014,248412.3463
11/22/2014,282468.8777
11/23/2014,310515.4329
11/24/2014,310515.4329
11/25/2014,286475.5284
11/26/2014,262435.624
11/27/2014,262435.624
11/28/2014,302502.1314
11/29/2014,312518.7583
11/30/2014,312518.7583
12/1/2014,284472.2031
12/2/2014,242402.3702
12/3/2014,242402.3702
12/4/2014,298317.3202
12/5/2014,288373.4095
12/6/2014,288373.4095
12/7/2014,298317.3202
12/8/2014,276440.7167
12/9/2014,276440.7167
12/10/2014,288373.4095
12/11/2014,282407.0631
12/12/2014,282407.0631
12/13/2014,262519.2417
12/14/2014,304283.6666
12/15/2014,304283.6666
12/16/2014,252575.3311
12/17/2014,272641.7557
12/18/2014,272641.7557
12/19/2014,276564.6586
12/20/2014,284410.4645
12/21/2014,284410.4645
12/22/2014,317755.1397
12/23/2014,296179.1734
12/24/2014,296179.1734
12/25/2014,282449.0131
12/26/2014,313832.2367
12/27/2014,313832.2367
12/28/2014,331485.3001
12/29/2014,286371.916
12/30/2014,286371.916
12/31/2014,335365.2901
1/1/2015,323243.6531
1/2/2015,323243.6531
1/3/2015,335365.2901
1/4/2015,339405.8358
1/5/2015,339405.8358
1/6/2015,299000.3791
1/7/2015,272736.8323
1/8/2015,272736.8323
1/9/2015,284858.4693
1/10/2015,296980.1063
1/11/2015,296980.1063
1/12/2015,229513.5336
1/13/2015,330062.3197
1/14/2015,330062.3197
1/15/2015,325690.6334
1/16/2015,299460.5152
1/17/2015,299460.5152
1/18/2015,338805.6924
1/19/2015,262301.1812
1/20/2015,262301.1812
1/21/2015,327876.4765
1/22/2015,271044.5539
1/23/2015,271044.5539
1/24/2015,275416.2403
1/25/2015,277602.0835
1/26/2015,277602.0835
1/27/2015,324166.339
1/28/2015,348786.5672
1/29/2015,348786.5672
1/30/2015,318011.2819
1/31/2015,348786.5672
2/1/2015,348786.5672
2/2/2015,276977.5681
2/3/2015,330321.396
2/4/2015,330321.396
2/5/2015,359044.9957
2/6/2015,352889.9386
2/7/2015,352889.9386
2/8/2015,342533.0607
2/9/2015,331483.6071
2/10/2015,331483.6071
2/11/2015,300545.1371
2/12/2015,309384.7
2/13/2015,309384.7
2/14/2015,296125.3557
2/15/2015,349162.7328
2/16/2015,349162.7328
2/17/2015,355792.405
2/18/2015,362422.0771
2/19/2015,362422.0771
2/20/2015,304964.9185
2/21/2015,333693.4978
2/22/2015,333693.4978
2/23/2015,320255.6249
2/24/2015,362028.0977
2/25/2015,362028.0977
2/26/2015,366669.4836
2/27/2015,313293.5461
2/28/2015,313293.5461
3/1/2015,348103.9401
3/2/2015,357386.7119
3/3/2015,357386.7119
3/4/2015,264558.9945
3/5/2015,366669.4836
3/6/2015,366669.4836
3/7/2015,362028.0977
3/8/2015,311208.0239
3/9/2015,311208.0239
3/10/2015,391367.6664
3/11/2015,313565.6604
3/12/2015,313565.6604
3/13/2015,315923.297
3/14/2015,346572.572
3/15/2015,346572.572
3/16/2015,337142.0259
3/17/2015,332426.7528
3/18/2015,332426.7528
3/19/2015,332426.7528
3/20/2015,337142.0259
3/21/2015,337142.0259
3/22/2015,358360.7548
3/23/2015,387831.1122
3/24/2015,387831.1122
3/25/2015,346028.9564
3/26/2015,399442.8222
3/27/2015,399442.8222
3/28/2015,350673.6404
3/29/2015,329772.5625
3/30/2015,329772.5625
3/31/2015,329772.5625
4/1/2015,341384.2724
4/2/2015,341384.2724
4/3/2015,357640.6663
4/4/2015,371157.0054
4/5/2015,371157.0054
4/6/2015,390820.9527
4/7/2015,292501.2162
4/8/2015,292501.2162
4/9/2015,349035.0647
4/10/2015,336745.0976
4/11/2015,336745.0976
4/12/2015,346577.0713
4/13/2015,388362.9593
4/14/2015,388362.9593
4/15/2015,339203.091
4/16/2015,329371.1174
4/17/2015,329371.1174
4/18/2015,334287.1042
4/19/2015,408026.9066
4/20/2015,408026.9066
4/21/2015,338442.9619
4/22/2015,326609.2919
4/23/2015,326609.2919
4/24/2015,364477.0359
4/25/2015,352643.3659
4/26/2015,352643.3659
4/27/2015,371577.2379
4/28/2015,305308.6859
4/29/2015,305308.6859
4/30/2015,347909.8979
5/1/2015,347909.8979
5/2/2015,347909.8979
5/3/2015,312624.3333
5/4/2015,364728.3889
5/5/2015,364728.3889
5/6/2015,381306.952
5/7/2015,350518.1919
5/8/2015,350518.1919
5/9/2015,305519.2348
5/10/2015,352886.5581
5/11/2015,352886.5581
5/12/2015,383675.3182
5/13/2015,331571.2626
5/14/2015,331571.2626
5/15/2015,303150.8687
5/16/2015,419738.3697
5/17/2015,419738.3697
5/18/2015,329967.7357
5/19/2015,344525.1358
5/20/2015,344525.1358
5/21/2015,344525.1358
5/22/2015,291148.0021
5/23/2015,291148.0021
5/24/2015,349377.6025
5/25/2015,327541.5024
5/26/2015,327541.5024
5/27/2015,320262.8023
5/28/2015,380918.6361
5/29/2015,380918.6361
5/30/2015,356656.3026
5/31/2015,332393.9691
6/1/2015,332393.9691
6/2/2015,335928.1799
6/3/2015,335928.1799
6/4/2015,335928.1799
6/5/2015,380876.3167
6/6/2015,395070.4651
6/7/2015,395070.4651
6/8/2015,383242.0081
6/9/2015,373779.2424
6/10/2015,373779.2424
6/11/2015,321734.0315
6/12/2015,373779.2424
6/13/2015,373779.2424
6/14/2015,370533.2886
6/15/2015,303837.2967
6/16/2015,303837.2967
6/17/2015,380414.1763
6/18/2015,397705.7298
6/19/2015,397705.7298
6/20/2015,301367.0748
6/21/2015,365592.8448
6/22/2015,365592.8448
6/23/2015,373003.5106
6/24/2015,395235.5079
6/25/2015,395235.5079
6/26/2015,316188.4063
6/27/2015,363122.6229
6/28/2015,363122.6229
6/29/2015,351177.61
6/30/2015,356089.185
7/1/2015,356089.185
7/2/2015,397837.5722
7/3/2015,380647.0598
7/4/2015,380647.0598
7/5/2015,417483.872
7/6/2015,363456.5474
7/7/2015,363456.5474
7/8/2015,338898.6726
7/9/2015,383102.8473
7/10/2015,383102.8473
7/11/2015,350384.7518
7/12/2015,368157.8914
7/13/2015,368157.8914
7/14/2015,391009.0709
7/15/2015,345306.7119
7/16/2015,345306.7119
7/17/2015,406243.1905
7/18/2015,363079.8515
7/19/2015,363079.8515
7/20/2015,355462.7917
7/21/2015,373235.9313
7/22/2015,373235.9313
7/23/2015,426555.35
7/24/2015,397611.6003
7/25/2015,397611.6003
7/26/2015,402809.1376
7/27/2015,369025.1454
7/28/2015,369025.1454
7/29/2015,356031.3023
7/30/2015,361228.8395
7/31/2015,361228.8395
8/1/2015,408006.6749
8/2/2015,382018.9886
8/3/2015,382018.9886
8/4/2015,327444.8473
8/5/2015,363827.6082
8/6/2015,363827.6082
8/7/2015,411296.57
8/8/2015,353662.6557
8/9/2015,353662.6557
8/10/2015,442733.2505
8/11/2015,322225.9752
8/12/2015,322225.9752
8/13/2015,351042.9323
8/14/2015,351042.9323
8/15/2015,351042.9323
8/16/2015,385099.3362
8/17/2015,377240.1661
8/18/2015,379859.8895
8/19/2015,398197.9531
8/20/2015,406057.1232
8/21/2015,403437.3998
8/22/2015,412658.0936
8/23/2015,369504.306
8/24/2015,423446.5405
8/25/2015,372201.4177
8/26/2015,418052.317
8/27/2015,401869.6467
8/28/2015,401869.6467
8/29/2015,445023.4343
8/30/2015,388384.0881
8/31/2015,428840.7639
9/1/2015,409960.9819
9/2/2015,415355.2053
9/3/2015,407263.8701
9/4/2015,430369.7695
9/5/2015,427538.3894
9/6/2015,450189.4299
9/7/2015,385067.6885
9/8/2015,393561.8286
9/9/2015,399224.5888
9/10/2015,478503.2305
9/11/2015,489828.7508
9/12/2015,385067.6885
9/13/2015,396393.2087
9/14/2015,450189.4299
9/15/2015,461514.9501
9/16/2015,421875.6293
9/17/2015,399224.5888
9/18/2015,424738.9884
9/19/2015,389344.0727
9/20/2015,353949.157
9/21/2015,389344.0727
9/22/2015,471932.2093
9/23/2015,442436.4463
9/24/2015,427688.5647
9/25/2015,477831.362
9/26/2015,448335.5989
9/27/2015,409991.1069
9/28/2015,510276.7014
9/29/2015,510276.7014
9/30/2015,465548.4317
10/1/2015,377880.2205
10/2/2015,377880.2205
10/3/2015,456479.3064
10/4/2015,447410.1811
10/5/2015,447410.1811
10/6/2015,408110.6381
10/7/2015,414156.7217
10/8/2015,414156.7217
10/9/2015,450433.2228
10/10/2015,453456.2646
10/11/2015,453456.2646
10/12/2015,405087.5964
10/13/2015,459502.3481
10/14/2015,459502.3481
10/15/2015,469115.464
10/16/2015,396478.2309
10/17/2015,396478.2309
10/18/2015,432796.8474
10/19/2015,502407.5292
10/20/2015,384372.0253
10/21/2015,438849.9502
10/22/2015,475168.5668
10/23/2015,466088.9126
10/24/2015,420690.6419
10/25/2015,469115.464
10/26/2015,460035.8099
10/27/2015,478195.1182
10/28/2015,411610.9878
10/29/2015,458010.0135
10/30/2015,507524.6095
10/31/2015,470388.6625
11/1/2015,492051.2982
11/2/2015,448726.0267
11/3/2015,488956.636
11/4/2015,479672.6492
11/5/2015,461104.6757
11/6/2015,423968.7287
11/7/2015,504429.9473
11/8/2015,433252.7154
11/9/2015,454915.3512
11/10/2015,442536.7022
11/11/2015,579380.21
11/12/2015,477906.8399
11/13/2015,546646.8648
11/14/2015,497546.847
11/15/2015,474633.5053
11/16/2015,576106.8755
11/17/2015,527006.8577
11/18/2015,458266.8327
11/19/2015,458266.8327
11/20/2015,520460.1886
11/21/2015,582653.5445
11/22/2015,569560.2064
11/23/2015,523733.5231
11/24/2015,549490.4932
11/25/2015,556720.6312
11/26/2015,585641.1835
11/27/2015,538645.2861
11/28/2015,527800.079
11/29/2015,567565.8383
11/30/2015,542260.3551
12/1/2015,694093.2545
12/2/2015,531415.148
12/3/2015,520569.9409
12/4/2015,527800.079
12/5/2015,621791.8738
12/6/2015,621791.8738
12/7/2015,593762.3031
12/8/2015,625219.9086
12/9/2015,695999.5209
12/10/2015,770711.3338
12/11/2015,688135.1195
12/12/2015,656677.514
12/13/2015,585897.9018
12/14/2015,692067.3202
12/15/2015,758914.7318
12/16/2015,660609.7147
12/17/2015,625219.9086
12/18/2015,629152.1093
12/19/2015,720030.5864
12/20/2015,785065.6071
12/21/2015,715385.2278
12/22/2015,654995.5657
12/23/2015,766484.1726
12/24/2015,692158.4347
12/25/2015,622478.0553
12/26/2015,864036.7037
12/27/2015,905844.9313
12/28/2015,747902.7381
12/29/2015,706094.5105
12/30/2015,803647.0416
12/31/2015,743604.4442
1/1/2016,697129.1664
1/2/2016,707457.0059
1/3/2016,769424.0429
1/4/2016,903685.9565
1/5/2016,841718.9194
1/6/2016,702293.0862
1/7/2016,743604.4442
1/8/2016,903685.9565
1/9/2016,821063.2404
1/10/2016,877866.3577
1/11/2016,877866.3577
1/12/2016,908849.8762
1/13/2016,862135.5394
1/14/2016,743803.2105
1/15/2016,693089.3552
1/16/2016,783247.3201
1/17/2016,783247.3201
1/18/2016,986102.7412
1/19/2016,839596.0482
1/20/2016,822691.4298
1/21/2016,755072.9561
1/22/2016,929754.0131
1/23/2016,1008642.232
1/24/2016,935388.8859
1/25/2016,974832.9956
1/26/2016,978569.9154
1/27/2016,918901.0182
1/28/2016,883099.6798
1/29/2016,1014371.254
1/30/2016,1056139.482
1/31/2016,1068073.261
2/1/2016,1050172.592
2/2/2016,978569.9154
2/3/2016,1038238.813
2/4/2016,1103874.6
2/5/2016,1074040.151
2/6/2016,1139675.938
2/7/2016,1303860.281
2/8/2016,1153414.864
2/9/2016,1210727.404
2/10/2016,1210727.404
2/11/2016,1375500.956
2/12/2016,1139086.729
2/13/2016,1096102.325
2/14/2016,1289532.147
2/15/2016,1060281.987
2/16/2016,1067446.055
2/17/2016,1002969.447
2/18/2016,1289532.147
2/19/2016,1129682.78
2/20/2016,1284099.851
2/21/2016,1024028.995
2/22/2016,1056537.852
2/23/2016,1097173.923
2/24/2016,999647.3525
2/25/2016,1178446.066
2/26/2016,1219082.137
2/27/2016,1064665.066
2/28/2016,1210954.923
2/29/2016,1097173.923
3/1/2016,1040283.424
3/2/2016,1275972.637
3/3/2016,1080919.495
3/4/2016,1235336.566
3/5/2016,1292227.065
3/6/2016,1094688.803
3/7/2016,1220696.147
3/8/2016,1055311.508
3/9/2016,1299450.738
3/10/2016,1267948.902
3/11/2016,1283699.82
3/12/2016,1141941.557
3/13/2016,1189194.311
3/14/2016,1197069.77
3/15/2016,1197069.77
3/16/2016,1338828.033
3/17/2016,1063186.967
3/18/2016,1135311.137
3/19/2016,1110630.46
3/20/2016,1242260.737
3/21/2016,1036588.429
3/22/2016,1225806.952
3/23/2016,1242260.737
3/24/2016,1242260.737
3/25/2016,1192899.383
3/26/2016,1209353.168
3/27/2016,1258714.521
3/28/2016,1168218.706
3/29/2016,1398571.69
3/30/2016,1308075.875
3/31/2016,1028361.537
4/1/2016,1136310.019
4/2/2016,1244135.057
4/3/2016,1219252.356
4/4/2016,1360254.329
4/5/2016,1235840.823
4/6/2016,1285606.226
4/7/2016,1210958.122
4/8/2016,1169486.954
4/9/2016,1343665.862
4/10/2016,1443196.666
4/11/2016,1252429.291
4/12/2016,1260723.524
4/13/2016,1302194.693
4/14/2016,1465554.23
4/15/2016,1287911.293
4/16/2016,1270147
4/17/2016,1358968.468
4/18/2016,1199089.825
4/19/2016,1332322.028
4/20/2016,1465554.23
4/21/2016,1341204.175
4/22/2016,1270147
4/23/2016,1279029.147
4/24/2016,1172443.384
4/25/2016,1128032.65
4/26/2016,1341204.175
4/27/2016,1145796.944
4/28/2016,1207843.183
4/29/2016,1403229.58
4/30/2016,1296655.182
5/1/2016,1376585.981
5/2/2016,1394348.38
5/3/2016,1341061.181
5/4/2016,1492041.579
5/5/2016,1385467.181
5/6/2016,1438754.38
5/7/2016,1332179.981
5/8/2016,1447635.58
5/9/2016,1536447.578
5/10/2016,1403229.58
5/11/2016,1284309.113
5/12/2016,1342247.87
5/13/2016,1467781.843
5/14/2016,1390530.167
5/15/2016,1342247.87
5/16/2016,1361560.789
5/17/2016,1361560.789
5/18/2016,1487094.762
5/19/2016,1168431.599
5/20/2016,1438812.464
5/21/2016,1361560.789
5/22/2016,1776788.547
5/23/2016,1747819.168
5/24/2016,1456454.923
5/25/2016,1377192.07
5/26/2016,1357376.357
5/27/2016,1377192.07
5/28/2016,1317744.93
5/29/2016,1456454.923
5/30/2016,1436639.21
5/31/2016,1258297.79
6/1/2016,1426731.353
6/2/2016,1367284.213
6/3/2016,1406915.64
6/4/2016,1179034.937
6/5/2016,1694243.482
6/6/2016,1684335.625
6/7/2016,1406915.64
6/8/2016,1403462.34
6/9/2016,1608133.931
6/10/2016,1403462.34
6/11/2016,1520417.535
6/12/2016,1422954.872
6/13/2016,1569148.866
6/14/2016,1296253.41
6/15/2016,1500925
6/16/2016,1452193.671
6/17/2016,1452193.67
6/18/2016,1549656.33
6/19/2016,1725089.126
6/20/2016,1598387.66
6/21/2016,1551383.97
6/22/2016,1343144.516
6/23/2016,1457676.21
6/24/2016,1353556.48
6/25/2016,1728387.516
6/26/2016,1530560.02
6/27/2016,1530560.02
6/28/2016,1551383.975
6/29/2016,1520148.05
6/30/2016,1561795.94
7/1/2016,1634679.759
7/2/2016,1551383.97
7/3/2016,1603443.84
7/4/2016,1601825.836
7/5/2016,1538177.12
7/6/2016,1485136.53
7/7/2016,1463920.3
7/8/2016,1538177.12
7/9/2016,1580609.59
7/10/2016,1654866.426
7/11/2016,1516960.89
7/12/2016,1516960.89
7/13/2016,1379055.355
7/14/2016,1506352.77
7/15/2016,1432095.94
7/16/2016,1665474.544
7/17/2016,1580609.59
7/18/2016,1581302.69
7/19/2016,1358434.534
7/20/2016,1591915.46
7/21/2016,1411498.38
7/22/2016,1369047.303
7/23/2016,1390272.84
7/24/2016,1337208.99
7/25/2016,1400885.613
7/26/2016,1369047.3
7/27/2016,1358434.53
7/28/2016,1453949.462
7/29/2016,1560077.15
7/30/2016,1262919.6
7/31/2016,1634366.548
8/1/2016,1623753.77
8/2/2016,1555605.72
8/3/2016,1686075.879
8/4/2016,1535533.39
8/5/2016,1696112.04
8/6/2016,1676039.713
8/7/2016,1485352.56
8/8/2016,1495388.72
8/9/2016,1254520.743
8/10/2016,1525497.22
8/11/2016,1505424.89
8/12/2016,1495388.726
8/13/2016,1645931.21
8/14/2016,1645931.21
8/15/2016,1577645.903
8/16/2016,1469587.96
8/17/2016,1329112.64
8/18/2016,1664092.254
8/19/2016,1664092.25
8/20/2016,1685703.84
8/21/2016,1761344.399
8/22/2016,1718121.22
8/23/2016,1588451.69
8/24/2016,1653286.46
8/25/2016,1404753.2
8/26/2016,1426364.78
8/27/2016,1556034.316
8/28/2016,1642480.66
8/29/2016,1635101.52
8/30/2016,1810682.895
8/31/2016,1481467.82
9/1/2016,1547310.83
9/2/2016,1678996.866
9/3/2016,1382703.3
9/4/2016,1964316.59
9/5/2016,1536337.002
9/6/2016,1492441.65
9/7/2016,1668023.03
9/8/2016,1580232.344
9/9/2016,1569258.5
9/10/2016,1700944.53
9/11/2016,1799709.059
9/12/2016,1829872.71
9/13/2016,1863551.35
9/14/2016,1751289.223
9/15/2016,1728836.79
9/16/2016,1571669.81
9/17/2016,1829872.714
9/18/2016,1627800.88
9/19/2016,1493086.32
9/20/2016,1717610.584
9/21/2016,1863551.35
9/22/2016,1582896.02
9/23/2016,1526764.964
9/24/2016,1874777.56
9/25/2016,2230413.26
9/26/2016,1834694.782
9/27/2016,2026558.28
9/28/2016,1774737.43
9/29/2016,1714780.091
9/30/2016,1702788.62
10/1/2016,1882660.65
10/2/2016,1690797.152
10/3/2016,1822703.31
10/4/2016,1894652.12
10/5/2016,2002575.351
10/6/2016,1930626.53
10/7/2016,1726771.55
10/8/2016,2171858.804
10/9/2016,2056197.68
10/10/2016,1606404.44
10/11/2016,1786321.738
10/12/2016,1863429.15
10/13/2016,1644958.14
10/14/2016,1747768.032
10/15/2016,1824875.44
10/16/2016,1670660.61
10/17/2016,1606404.441
10/18/2016,1991941.5
10/19/2016,1619255.67
10/20/2016,1722065.561
10/21/2016,2107602.62
10/22/2016,1878507.28
10/23/2016,1815470.125
10/24/2016,1802862.69
10/25/2016,1752432.96
10/26/2016,1752432.968
10/27/2016,2042403.89
10/28/2016,1916329.57
10/29/2016,1878507.282
10/30/2016,2130655.91
10/31/2016,1853292.41
11/1/2016,1815470.125
11/2/2016,1676788.37
11/3/2016,1966759.3
11/4/2016,1462462.045
11/5/2016,1885928.48
11/6/2016,1949214.67
11/7/2016,1847956.772
11/8/2016,2139073.24
11/9/2016,1860614.01
11/10/2016,2126416.012
11/11/2016,2063129.82
11/12/2016,2126416.01
11/13/2016,1809985.057
11/14/2016,2177044.96
11/15/2016,1974529.15
11/16/2016,2177044.964
11/17/2016,2012500.86
11/18/2016,2073243.13
11/19/2016,1989192.74
11/20/2016,1807083.54
11/21/2016,1961175.94
11/22/2016,1877125.543
11/23/2016,2059234.73
11/24/2016,2297377.53
11/25/2016,2129276.735
11/26/2016,2157293.53
11/27/2016,2017209.53
11/28/2016,2297377.53
11/29/2016,2115268.33
11/30/2016,1989192.73
12/1/2016,2045226.338
12/2/2016,2052749.31
12/3/2016,2451895.01
12/4/2016,2109770.131
12/5/2016,2166790.94
12/6/2016,2138280.53
12/7/2016,2494660.628
12/8/2016,2238066.96
12/9/2016,1924452.48
12/10/2016,1881686.874
12/11/2016,2223811.75
12/12/2016,2223811.75
12/13/2016,2537426.239
12/14/2016,1981473.29
12/15/2016,1958064.63
12/16/2016,2050571.629
12/17/2016,2235585.61
12/18/2016,2173914.28
12/19/2016,2343510.433
12/20/2016,2127660.78
12/21/2016,2451435.25
12/22/2016,2451435.255
12/23/2016,2343510.43
12/24/2016,2112242.95
12/25/2016,2574777.91
12/26/2016,2189332.11
12/27/2016,2405181.75
12/28/2016,2589949.671
12/29/2016,2368856.4
12/30/2016,2479403.03
12/31/2016,2337271.654
1/1/2017,2463610.66
1/2/2017,2526780.16
1/3/2017,2589949.671
1/4/2017,2432025.91
1/5/2017,2210932.64
1/6/2017,2542572.542
1/7/2017,2195140.26
1/8/2017,2637326.79
1/9/2017,2147763.141
1/10/2017,2679581.83
1/11/2017,2562350.13
1/12/2017,2897297.864
1/13/2017,2528855.36
1/14/2017,2880550.47
1/15/2017,2796813.545
1/16/2017,2830308.31
1/17/2017,2646087.06
1/18/2017,2528855.361
1/19/2017,2914045.251
1/20/2017,3165256.048
1/21/2017,3031276.956
1/22/2017,3398969.892
1/23/2017,2715269.052
1/24/2017,2910612.149
1/25/2017,2930146.459
1/26/2017,3066886.627
1/27/2017,3320832.653
1/28/2017,2969215.078
1/29/2017,3262229.724
1/30/2017,2852009.22
1/31/2017,2832474.91
2/1/2017,3750587.467
2/2/2017,3066886.627
2/3/2017,2910612.149
2/4/2017,3043000.843
2/5/2017,3336807.821
2/6/2017,2623276.589
2/7/2017,3168918.119
2/8/2017,3063987.056
2/9/2017,3546669.948
2/10/2017,3105959.481
2/11/2017,2917083.567
2/12/2017,2959055.992
2/13/2017,3420752.672
2/14/2017,3546669.948
2/15/2017,2917083.567
2/16/2017,3189904.332
2/17/2017,3168918.119
2/18/2017,3330515.744
2/19/2017,2936112.564
2/20/2017,3242870.593
2/21/2017,3023757.715
2/22/2017,3045669.003
2/23/2017,3286693.168
2/24/2017,3637273.773
2/25/2017,3659185.061
2/26/2017,3900209.227
2/27/2017,3155225.442
2/28/2017,3352427.032
3/1/2017,3155225.442
3/2/2017,3440072.183
3/3/2017,3458650.323
3/4/2017,3069265.85
3/5/2017,3367030.447
3/6/2017,3252505.602
3/7/2017,3504460.261
3/8/2017,3252505.602
3/9/2017,3389935.416
3/10/2017,3573175.168
3/11/2017,3412840.385
3/12/2017,3550270.199
3/13/2017,3321220.509
3/14/2017,3573175.168
3/15/2017,3252505.602
3/16/2017,3504460.261
3/17/2017,3641704.837
3/18/2017,3712647.139
3/19/2017,3925474.045
3/20/2017,3216051.025
3/21/2017,3357935.629
3/22/2017,3807236.875
3/23/2017,3499820.233
3/24/2017,4161948.385
3/25/2017,3145108.723
3/26/2017,3925474.045
3/27/2017,3121461.289
3/28/2017,3665352.271
3/29/2017,3263345.893
3/30/2017,4073274.033
3/31/2017,3352999.966
4/1/2017,3278488.856
4/2/2017,3924251.812
4/3/2017,4371318.475
4/4/2017,3104629.598
4/5/2017,4023599.96
4/6/2017,3651044.408
4/7/2017,4023599.96
4/8/2017,3402674.04
4/9/2017,3949088.849
4/10/2017,3675881.445
4/11/2017,4147785.144
4/12/2017,3526859.224
4/13/2017,3287972.007
4/14/2017,3598646.527
4/15/2017,3909321.047
4/16/2017,3779873.33
4/17/2017,3572756.984
4/18/2017,3779873.33
4/19/2017,3702204.7
4/20/2017,3598646.527
4/21/2017,4323553.741
4/22/2017,3753983.787
4/23/2017,3961100.134
4/24/2017,3210303.377
4/25/2017,3831652.417
4/26/2017,3961100.134
4/27/2017,3814281.634
4/28/2017,3528859.199
4/29/2017,4488916.48
4/30/2017,3918071.61
5/1/2017,3892124.116
5/2/2017,4099704.069
5/3/2017,3425069.222
5/4/2017,4359179.01
5/5/2017,3347226.74
5/6/2017,4359179.01
5/7/2017,4333231.516
5/8/2017,4670548.939
5/9/2017,4021861.587
5/10/2017,4119773.002
5/11/2017,3757901.049
5/12/2017,4286790.827
5/13/2017,4398136.043
5/14/2017,4565153.868
5/15/2017,4732171.692
5/16/2017,3674392.137
5/17/2017,4314627.131
5/18/2017,3952755.178
5/19/2017,4565153.868
5/20/2017,4592990.172
5/21/2017,4091936.698
5/22/2017,4064100.394
5/23/2017,4976737.782
5/24/2017,4562009.633
5/25/2017,4828620.586
5/26/2017,4532386.194
5/27/2017,4976737.782
5/28/2017,4887867.464
5/29/2017,4473139.316
5/30/2017,5302595.613
5/31/2017,4858244.025
6/1/2017,5035984.66
6/2/2017,4325022.12
6/3/2017,5687700.322
6/4/2017,5432357.042
6/5/2017,5533581.086
6/6/2017,5094943.561
6/7/2017,5567322.434
6/8/2017,5567322.434
6/9/2017,5094943.561
6/10/2017,4757530.08
6/11/2017,4926236.821
6/12/2017,4959978.169
6/13/2017,4757530.08
6/14/2017,4723788.732
6/15/2017,5162426.257
6/16/2017,4993719.517
6/17/2017,5129905.644
6/18/2017,5129905.644
6/19/2017,5342177.602
6/20/2017,4882255.027
6/21/2017,4953012.346
6/22/2017,4917633.687
6/23/2017,5660585.539
6/24/2017,5165284.304
6/25/2017,4316196.473
6/26/2017,5023769.665
6/27/2017,4634604.41
6/28/2017,5554449.56
6/29/2017,4245439.154
6/30/2017,5448313.581
7/1/2017,6622798.791
7/2/2017,6622798.791
7/3/2017,5988701.034
7/4/2017,5389830.931
7/5/2017,5248920.318
7/6/2017,5002326.746
7/7/2017,5213692.665
7/8/2017,5812562.768
7/9/2017,4861416.134
7/10/2017,6939847.669
7/11/2017,6094383.994
7/12/2017,6235294.606
7/13/2017,5530741.543
7/14/2017,5559049.844
7/15/2017,5079131.872
7/16/2017,6518885.788
7/17/2017,5918988.323
7/18/2017,6598872.117
7/19/2017,5958981.488
7/20/2017,6478892.624
7/21/2017,6158947.309
7/22/2017,6398906.295
7/23/2017,6878824.267
7/24/2017,7118783.254
7/25/2017,5918988.323
7/26/2017,5878995.159
7/27/2017,6585327.485
7/28/2017,6414280.018
7/29/2017,6713613.086
7/30/2017,6285994.418
7/31/2017,6200470.684
8/1/2017,6371518.151
8/2/2017,6499803.752
8/3/2017,5901137.617
8/4/2017,7654374.155
8/5/2017,7568850.421
8/6/2017,5986661.35
8/7/2017,6542565.619
8/8/2017,7012946.153
8/9/2017,6333394.737
8/10/2017,6149818.078
8/11/2017,6608759.726
8/12/2017,6195712.243
8/13/2017,6792336.385
8/14/2017,5966241.419
8/15/2017,6975913.044
8/16/2017,5966241.419
8/17/2017,8215055.493
8/18/2017,6838230.55
8/19/2017,6930018.879
8/20/2017,5966241.419
8/21/2017,5277828.948
8/22/2017,4084580.664
8/23/2017,7297172.197
8/24/2017,4459277.508
8/25/2017,4459277.508
8/26/2017,4635882.557
8/27/2017,6843445.68
8/28/2017,5695512.856
8/29/2017,6578538.105
8/30/2017,7417412.092
8/31/2017,7196655.78
9/1/2017,7682319.667
9/2/2017,7240807.042
9/3/2017,6799294.418
9/4/2017,7726470.929
9/5/2017,8697798.703
9/6/2017,7430760.766
9/7/2017,8072925.277
9/8/2017,8027056.383
9/9/2017,7751843.021
9/10/2017,6329907.319
9/11/2017,7981187.489
9/12/2017,8623352
9/13/2017,8715089.787
9/14/2017,7981187.489
9/15/2017,8256400.851
9/16/2017,7751843.021
9/17/2017,8072925.277
9/18/2017,6965995.452
9/19/2017,8556655.83
9/20/2017,6417491.873
9/21/2017,9653662.988
9/22/2017,7624199.746
9/23/2017,9105159.409
9/24/2017,7953301.894
9/25/2017,6856294.736
9/26/2017,7569349.388
9/27/2017,8063002.609
9/28/2017,9708513.346
9/29/2017,9269710.483
9/30/2017,7569349.388
10/1/2017,7130546.525
10/2/2017,8380132.04
10/3/2017,10223761.09
